Date,Observer,Location,Point,StandardizedLocationName,LocalSurveyName,Start Time (24h),Latitude,Longitude,Cloud,Wind,Notes,Species before,Species After
7/2/2013,JBT,USDA - Grazinglands Res Lab,GRLB-PC2,,,8:06,35.55114,98.04336,0,0-5 SW,,,
7/2/2013,JBT,USDA - Grazinglands Res Lab,GRLB-PC4,,,8:20,35.55827,98.04158,0,0-5 SW,,,
6/10/2013,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,9:18,35.54124,97.99925,0%,15-20,,,
7/2/2013,JBT,USDA - Grazinglands Res Lab,GRLB-PC5,,,8:46,35.54124,97.99925,0,0-5 SW,,,
7/2/2013,JBT,USDA - Grazinglands Res Lab,GRLB-PC6,,,9:03,35.54454,98.00707,0,0-5 SW,,,
6/10/2013,JBT,USDA - Grazinglands Res Lab,GRLB-PC9,,,10:02,35.53791,98.06109,0%,15-20,,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC1,,,8:17,36.88547,96.56495,70%,0-5 S,Pastureland,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC10,,,10:46,36.82044,96.56453,95%,10-15 S,Pastureland,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC11,,,11:01,36.81322,96.56448,95%,10-15 S,Pastureland,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC12,,,11:17,36.80607,96.5644,90%,15-20 S,Pastureland,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC13,,,11:32,36.79884,96.56431,90%,15-20 S,Pastureland,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC2,,,8:31,36.87807,96.56489,70%,0-5 S,Pastureland,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC3,,,8:48,36.87103,96.5648,70%,0-5 S,Near town,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC4,,,9:05,36.86348,96.56475,70%,10-15 S,Near House,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC5,,,9:21,36.85629,96.56473,90%,10-15 S,Pastureland,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC6,,,9:39,36.84909,96.56463,95%,10-15 S,Pastureland,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC7,,,9:54,36.84174,96.56457,95%,10-15 S,Pastureland,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC8,,,10:12,36.83477,96.56457,95%,10-15 S,Pastureland,,
6/6/2013,JGK,West of Tallgrass Prairie Preserve,TGPW-PC9,,,10:28,36.82751,96.56455,95%,10-15 S,Pastureland,,
6/21/2013,JGK,Wichita Mountains Wildlife Refuge,WMWR-PC1,,,11:22,34.74809,98.75363,50%,10-15 N,Grassland,,
6/23/2013,JGK,Wichita Mountains Wildlife Refuge,WMWR-PC13,,,6:35,34.71828,98.65209,65%,10-15 NW,Grassland w/ tree line,,
6/23/2013,JGK,Wichita Mountains Wildlife Refuge,WMWR-PC17,,,6:58,34.70948,98.6196,30%,15-20 N,Grassland w/ few trees,,
6/23/2013,JGK,Wichita Mountains Wildlife Refuge,WMWR-PC21,,,7:23,34.73139,98.59035,45%,20+ NE,Grassland w/ cheat grass,,
6/21/2013,JGK,Wichita Mountains Wildlife Refuge,WMWR-PC5,,,11:39,34.73652,98.72145,50%,10-15 N,"Grassland, near trees",,
6/23/2013,JGK,Wichita Mountains Wildlife Refuge,WMWR-PC9,,,6:15,34.72931,98.68587,65%,10-15 NW,Grassland,,
6/21/2013,JDR,WMWR,PC-E49a,,,11:26,34.7407,98.72861,15,15-20 S,,,
6/21/2013,JDR,WMWR,PC-E49b,,,11:44,34.73247,98.69395,15,15-20 S,,,
6/23/2013,JDR,WMWR,PC-E49c,,,6:21,34.72072,98.66229,25,10-15 SSE,,,
6/23/2013,JDR,WMWR,PC-E49d,,,6:42,,,,,discard if cannot find lat/long (2016/09/28 cmc),,
6/23/2013,JDR,WMWR,PC-E49e,,,7:02,34.72621,98.5958,,,,,
6/23/2013,JDR,WMWR,PC-E49f,,,7:30,34.73294,98.56629,35,15-20 S,,,
6/23/2013,JDR,WMWR,PC-NorthBoundary1,,,8:09,,,,,discard if cannot find lat/long (2016/09/28 cmc),,
6/23/2013,JDR,WMWR,PC-NorthBoundary2,,,8:29,34.80175,98.61359,,,,,
6/21/2013,JDR,WMWR,PC-W49a,,,10:18,34.73978,98.81558,15,15-20 S,,,
6/21/2013,JDR,WMWR,PC-W49b,,,10:36,34.73981,98.85043,15,15-20 S,,,
6/21/2013,JDR,WMWR,PC-W49c,,,10:55,34.73966,98.88548,15,15-20 S (Increasing),,,
6/21/2013,MAB,WMWR area,49 W of WMWR M1,,,10:17,34.73977,-98.80672,10,15,,,
6/21/2013,MAB,WMWR area,49 W of WMWR M2,,,10:35,34.7398,-98.84159,15,15,,,
6/21/2013,MAB,WMWR area,49 W of WMWR M3,,,10:53,34.73969,-98.8764,40,15-20,,,
6/19/2013,MAB,WMWR area,Cross Rd. M1,,,10:00,34.69619,-98.78255,98,0-5,,,
6/19/2013,MAB,WMWR area,Cross Rd. M2,,,10:20,34.69614,-98.7999,98,0-5,creek/edge,,
6/20/2013,MAB,WMWR area,Cross Rd. M3,,,10:45,34.69612,-98.80868,8,10-15,,,
6/20/2013,MAB,WMWR area,Cross Rd. M4,,,11:11,34.69611,-98.82617,8,10-15,,,
6/23/2013,MAB,WMWR area,N of WMWR M1,,,8:08,34.79711,-98.57005,60,15-25,,,
6/23/2013,MAB,WMWR area,N of WMWR M2,,,8:27,34.70704,-98.60704,85,20-25,,,
6/22/2013,MAB,WMWR area,W of WMWR M1,,,8:42,34.80773,-98.82611,6,10-15,,,
6/22/2013,MAB,WMWR area,W of WMWR M2,,,9:01,34.82412,-98.82607,7,10-15,,,
6/22/2013,MAB,WMWR area,W of WMWR M3,,,9:24,34.8365,-98.82606,7,5-10,,,
6/23/2013,MAB,WMWR area,WMWR inside M3,,,6:20,34.72327,-98.6701,28,15-25,,,
6/23/2013,MAB,WMWR area,WMWR inside M4,,,6:41,34.70864,-98.62858,35,15-25,,,
6/23/2013,MAB,WMWR area,WMWR inside M5,,,7:01,34.71766,-98.60402,35,15-25,,,
6/23/2013,MAB,WMWR area,WMWR inside M6,,,7:28,34.73294,-98.57471,45,15-25,,,
6/21/2013,MAB,WMWR area,WMWR M1,,,11:26,34.74312,-98.73738,50,15-20,,,
6/21/2013,MAB,WMWR area,WMWR M2,,,11:43,34.73482,-98.70202,55,15-20,,,
